pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
revert	 v. 回复；重提；返祖遗传；归还 n. 恢复原状者
pile	 n. 堆；大量；建筑群 v. 累积；打桩于
disprove	 v. 反驳，证明…是虚假的
molecule	 n. [化学] 分子；微小颗粒，微粒
revocation	 n. 取消；撤回；废除
zenith	 n. 顶峰；顶点；最高点
robust	 adj. 强健的；健康的；粗野的；粗鲁的
embolden	 v. 使有胆量，使大胆
choleric	 adj. 易怒的；暴躁的；胆汁质的
machination	 n. 阴谋；诡计
revere	 v. 敬畏；尊敬；崇敬
encroach	 v. 蚕食，侵占
hallmark	 n. 特点；品质证明 v. 给…盖上品质证明印记；使具有…标志
quintessence	 n. 精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
chagrin	 n. 懊恼；委屈；气愤 v. 使…懊恼
zest	 n. 风味；热心；强烈的兴趣 v. 给…调味
arrange	 v. 安排；排列；整理
assemble	 v. 集合，聚集；装配；收集
cornea	 n. [解剖] 角膜
spate	 n. 洪水；一阵；大雨；突然迸发
agitate	 v. 摇动；骚动；使…激动
tour	 n. 旅游，旅行；巡回演出 v. 旅行，在……旅游；在……作巡回演出
blithesome	 adj. 愉快的
tout	 v. 兜售；招徕；刺探赛马情报 n. 侦查者；兜售者
anecdote	 n. 轶事；奇闻；秘史
cerebellum	 n. [解剖] 小脑
factious	 adj. 好捣乱的；好搞派系的；源于派别的
artistry	 n. 艺术性；工艺；艺术技巧；艺术效果；艺术工作
obdurate	 adj. 顽固的，执拗的；冷酷无情的
overcome	 v. 克服；胜过
iconoclast	 n. 偶像破坏者；提倡打破旧习的人
acceleration	 n. 加速，促进；[物] 加速度
poignant	 adj. 尖锐的；辛酸的；深刻的；切中要害的 n. (Poignant)人名；(法)普瓦尼昂
pungent	 adj. 辛辣的；刺激性的；刺鼻的；苦痛的；尖刻的
heat	 n. 高温；压力；热度；热烈 v. 使激动；把…加热
restitution	 n. 恢复；赔偿；归还
awry	 adj. 错误的；扭曲的 adv. 歪曲地；歪斜地；错误地
mordent	 n. 涟音；波音
dejected	 adj. 沮丧的，灰心的
upshot	 n. 结果，结局；要点
relegate	 v. 把降低到；归入；提交
narcissistic	 adj. 自恋的；自我陶醉的
intellectual	 adj. 智力的；聪明的；理智的 n. 知识分子；凭理智做事者
sloth	 n. 怠惰，懒惰；[脊椎] 树懒
heedless	 adj. 不注意的；不留心的
arboriculture	 n. 树木的培植/栽培
fulminate	 v. 爆炸；电闪；怒喝 n. 雷酸盐；烈性炸药
dwarf	 v. 变矮小 n. 侏儒，矮子 adj. 矮小的
resonance	 n. [力] 共振；共鸣；反响
retrace	 v. 追溯；折回；重描
dogged	 adj. 顽强的；顽固的 vt. 跟踪；尾随（dog的过去式）
diminutive	 adj. 小的，小型的，微小的 n. 爱称；指小词；身材极小的人
symmetry	 n. 对称（性）；整齐，匀称
facile	 adj. （言语或理论）轻率的，未经深思熟虑的
dissolve	 v. 使溶解；使分解；使液化 n. 叠化画面；画面的溶暗
repetition	 n. 重复；背诵；副本
stoic	 n. 斯多葛学派哲学家；禁欲主义者；恬淡寡欲的人，不以苦乐为意的人 adj. 坚忍的，苦修的；斯多葛派的；禁欲主义的
gross	 adj. 总共的；粗野的；恶劣的；显而易见的 v. 总共收入 n. 总额，总数
allegory	 n. 寓言
artless	 adj. 天真的；朴实的；无虚饰的
reciprocate	 v. 报答；互换；互给
virus	 n. [病毒] 病毒；恶毒；毒害
quarantine	 v. 检疫；隔离；使隔离 n. 检疫；隔离；检疫期；封锁
temporary	 adj. 暂时的，临时的 n. 临时工，临时雇员
superintendent	 n. 监督人；负责人；主管；指挥者
remiss	 adj. 怠慢的；迟缓的；不小心的
eclipse	 v. 使黯然失色；形成蚀 n. 日蚀，月蚀；黯然失色
equality	 n. 平等；相等；[数] 等式
virtu	 n. 古董；艺术品爱好
dramatic	 adj. 戏剧的；急剧的；引人注目的；激动人心的
reprimand	 n. 谴责；训斥；申诉 v. 谴责；训斥；责难
august	 adj. 威严的；令人敬畏的 n. 八月（简写为Aug）
immerse	 v. 沉浸；使陷入
suffrage	 n. 选举权；投票；参政权；代祷；赞成票
truculent	 adj. 好斗的；野蛮的；言词刻毒的
bailiff	 n. 法警；执行官；区镇的地方长官
indignant	 adj. 愤愤不平的；义愤的
paramount	 adj. 最重要的，主要的；至高无上的 n. 最高统治者
grievance	 n. 不满，不平；委屈；冤情
affectation	 n. 做作；矫揉造作；假装
neuron	 n. [解剖] 神经元，神经单位
savor	 v. 尽情享受；使有风味；加调味品于；品尝，欣赏 n. 滋味；气味；食欲
quagmire	 n. 沼泽，沼泽地；无法脱身的困境
unconscionable	 adj. 不合理的；昧着良心的；肆无忌惮的；过度的
posse	 n. 一队；民防团；地方武装团队
nutriment	 n. 营养物；促进生长的东西
bombast	 n. 夸大的言辞 adj. 夸大的
chateau	 n. （法国封建时代的）城堡；（尤指法国的）别墅
formula	 n. [数] 公式，准则；配方；婴儿食品
harass	 v. 使困扰；使烦恼；反复袭击
combustible	 adj. 易燃的；易激动的；燃烧性的 n. 可燃物；易燃物
purity	 n. [化学] 纯度；纯洁；纯净；纯粹
calamity	 n. 灾难；不幸事件
inhuman	 adj. 残忍的；野蛮的；无人性的
disavow	 v. 否认，否定；抵赖；拒绝对…的责任
diversify	 v. 使多样化，使变化；增加产品种类以扩大
amity	 n. 友好；亲善关系；友好关系
juncture	 n. 接缝；连接；接合
askew	 adj. 歪斜的 adv. 歪斜地，斜地 n. (Askew)人名；(英)艾斯丘
preface	 n. 前言；引语 v. 为…加序言；以…开始
arithmetic	 n. 算术，算法
cadenza	 n. 装饰乐段
memorize	 v. 记住，背熟；记忆
ingenious	 adj. 有独创性的；机灵的，精制的；心灵手巧的
waif	 n. 流浪者；流浪儿；飘流物；无主物；信号旗
collision	 n. 碰撞；冲突；（意见，看法）的抵触；（政党等的）倾轧
stanch	 v. 止血；使不漏；平息 adj. 坚固的；忠实的；防水的
prehensile	 adj. 适于抓握的；善于领会的
hodgepodge	 n. 大杂烩；混煮；一团糟 vt. 使混乱
ribald	 adj. 下流的；言谈粗俗的 n. 言谈粗俗的人；说下流话的人
undue	 adj. 过度的，过分的；不适当的；未到期的
biodegradable	 adj. 生物所能分解的，能进行生物降解的
saline	 adj. 盐的；含盐分的 n. 盐湖；碱盐泻药
recombination	 n. 复合，再结合；[遗] 重组
preferential	 adj. 优先的；选择的；特惠的；先取的
vulnerable	 adj. 易受攻击的，易受…的攻击；易受伤害的；有弱点的
digit	 n. 数字；手指或足趾；一指宽
antipathy	 n. 反感；厌恶；憎恶；不相容
carnal	 adj. 肉体的；肉欲的；淫荡的；性欲的 n. (Carnal)人名；(西)卡纳尔
stealth	 n. 秘密；秘密行动；鬼祟
beaker	 n. 烧杯；大口杯
meddler	 n. 干涉者；爱管闲事的人
decent	 adj. 正派的；得体的；相当好的
transcendent	 adj. 卓越的；超常的；出类拔萃的 n. 卓越的人；超绝物
modulate	 v. 调节；（信号）调制；调整
untoward	 adj. 不幸的；麻烦的；倔强的；困难的
Iron	 n. 熨斗；烙铁；坚强 v. 熨；用铁铸成 adj. 铁的；残酷的；刚强的
acclaim	 v. 称赞；为…喝彩，向…欢呼 n. 欢呼，喝彩；称赞
adhere	 v. 坚持；依附；粘着；追随
fern	 n. [植] 蕨；[植] 蕨类植物
naive	 adj. 天真的,幼稚的
distraught	 adj. 发狂的；心烦意乱的
salacious	 adj. 好色的；猥亵的；淫荡的
supercilious	 adj. 目空一切的，高傲的；傲慢的，自大的
giraffe	 n. 长颈鹿
perspicuous	 adj. 明了的；清晰明白的；易懂的
donate	 v. 捐赠；捐献 n. 捐赠；捐献
skirt	 n. 裙子 v. 绕过，回避；位于…边缘
elicit	 v. 抽出，引出；引起
integer	 n. [数] 整数；整体；完整的事物
clergy	 n. 神职人员；牧师；僧侣
compliment	 n. 恭维；称赞；问候；致意；道贺 v. 恭维；称赞
unequivocal	 adj. 明确的；不含糊的
incredulous	 adj. 怀疑的；不轻信的
glimpse	 n. 一瞥，一看 v. 瞥见
soda	 n. 苏打；碳酸水
altruistic	 adj. 利他的；无私心的
pallid	 adj. 苍白的；暗淡的；无生气的
cession	 n. （权利的）转让，出让；（领土的）割让
adjuration	 n. 严令；恳请；立誓
forage	 n. 饲料；草料；搜索 v. 搜寻粮草；搜寻
erudite	 adj. 博学的；有学问的 n. 饱学之士
retouch	 n. 润饰；修整部分 v. 润饰；修整
conception	 n. 怀孕；概念；设想；开始
warrant	 n. 根据；证明；正当理由；委任状 v. 保证；担保；批准；辩解
body	 n. 身体；主体；大量；团体；主要部分 v. 赋以形体
trepidation	 n. 恐惧；惊恐；忧虑；颤抖
haggard	 adj. 憔悴的；野性的 n. 野鹰
egregious	 adj. 惊人的；过分的；恶名昭彰的
acclivity	 n. 向上的斜坡；[建] 上斜
virtuoso	 n. 艺术品鉴赏家；古董收藏家；艺术大师 adj. 行家里手的；艺术爱好者的
captious	 adj. 挑剔的；吹毛求疵的
adulate	 v. 过分称赞；谄媚；奉承
antenatal	 adj. 产前的；出生前的
solecism	 n. 语法错误，文理不通；谬误，失礼
semiconscious	 adj. 半意识的；半清醒的
perambulate	 v. 巡行；巡视；漫步
mishap	 n. 灾祸；不幸事故；晦气
butte	 n. 孤峰；孤立的丘
impromptu	 n. 即兴曲；即席演出 adv. 即席地 adj. 即席的
mystify	 v. 使神秘化；使迷惑，使困惑
frenzied	 adj. 疯狂的；狂乱的；激怒的 v. 使狂乱（frenzy的过去式）
ken	 n. 视野范围，见地，知识范围
counterpoint	 n. 复调；对位法；旋律配合；对应物
submerge	 v. 淹没；把…浸入；沉浸
derisive	 adj. 嘲笑的，嘲弄的；可付之一笑的
light	 n. 光；光线；灯；打火机；领悟；浅色；天窗 adj. 轻的；浅色的；明亮的；轻松的；容易的；清淡的 v. 点着；变亮；着火 adv. 轻地；清楚地；轻便地
key	 n. （打字机等的）键；关键；钥匙 v. 键入；锁上；调节…的音调；提供线索 adj. 关键的
coup	 n. 政变；妙计；出乎意料的行动；砰然的一击 vt. 使…颠倒；使…倾斜 vi. 推倒；倾斜；溢出
insulin	 n. [生化][药] 胰岛素
script	 n. 脚本；手迹；书写用的字母 v. 把…改编为剧本
measurement	 n. 测量；[计量] 度量；尺寸；量度制
scowl	 n. 愁容；怒容；阴沉沉的样子 v. 皱眉；怒视
receptive	 adj. 善于接受的；能容纳的
propellant	 n. 推进物；推进燃料；发射火药 adj. 推进的
comprise	 v. 包含；由…组成
typography	 n. 排印；[印刷] 活版印刷术；印刷格式
pedantic	 adj. 迂腐的；学究式的；卖弄学问的；假装学者的
diode	 n. [电子] 二极管
statuesque	 adj. 雕像般的；轮廓清晰的；均衡的
terminate	 v. 使终止；使结束；解雇 adj. 结束的
illustrious	 adj. 著名的，杰出的；辉煌的
set	 n. [数] 集合；一套；布景；[机] 装置 v. 树立；点燃；点缀； adj. 固定的；规定的；固执的
virtuous	 adj. 善良的；有道德的；贞洁的；正直的；有效力的
kinetic	 adj. [力] 运动的；活跃的
consensus	 n. 一致；舆论；合意
dictatorial	 adj. 独裁的，专政的；专横傲慢的
submersion	 n. 淹没，浸没
plural	 adj. 复数的 n. 复数
bursar	 n. 财务主管；会计员；领取奖学金的学生
assimilation	 n. 同化；吸收；[生化] 同化作用
enhance	 v. 提高；加强；增加
irascible	 adj. 易怒的
gratuity	 n. 赏钱，小费；赠物；[劳经] 退职金
instantaneous	 adj. 瞬间的；即时的；猝发的
naturalistic	 adj. 自然的；自然主义的；博物学的
suspension	 n. 悬浮；暂停；停职
tenuous	 adj. 纤细的；稀薄的；贫乏的
languish	 v. 憔悴；凋萎；失去活力；苦思
equanimity	 n. 平静；镇定
dimension	 n. 方面;[数] 维；尺寸；次元；容积 vt标出尺寸 adj. 规格的
recollect	 v. 回忆，想起
trammel	 v. 束缚；拘束；阻碍 n. 拘束；束缚；束缚物
peevish	 adj. 易怒的，暴躁的；带怒气的；撒娇的
cilia	 n. 纤毛；睫毛
outlaw	 n. 歹徒；罪犯；亡命之徒；被剥夺法律保护者 v. 宣布…为不合法；将…放逐；剥夺…的法律保护
camaraderie	 n. 友情；同志之爱
respiration	 n. 呼吸；呼吸作用
ancestry	 n. 祖先；血统
symphonious	 adj. 和谐的；调和的
punctuate	 v. 不时打断；强调；加标点于
indigence	 n. 穷困；贫乏；贫穷
cajole	 v. 以甜言蜜语哄骗；勾引
forsake	 v. 放弃；断念
mariner	 n. 水手；船员
bizarre	 adj. 奇异的（指态度，容貌，款式等）
saccharine	 adj. 含糖的；极甜的；和颜悦色的 n. （美）糖精
terse	 adj. 简洁的，精练的，扼要的
polemics	 n. 辩论术；论证法（polemic的复数）
retinue	 n. 随行人员；扈从
renaissance	 n. 文艺复兴（欧洲14至17世纪）
urbane	 adj. 彬彬有礼的，温文尔雅的；都市化的
ecstatic	 adj. 狂喜的；入迷的 n. 狂喜的人
gypsum	 vt. 用石膏处理；施石膏肥料于 n. 石膏；石膏肥料
apparatus	 n. 装置，设备；仪器；器官
embrace	 v. 拥抱；信奉，皈依；包含 n. 拥抱
inhibit	 v. 抑制；禁止
contradictory	 adj. 矛盾的；反对的；反驳的；抗辩的 n. 对立物；矛盾因素
prohibitive	 adj. 禁止的，禁止性的；抑制的；（费用，价格等）过高的；类同禁止的
vociferate	 v. 喊叫；大叫
archaeology	 n. 考古学
alimentary	 adj. 滋养的；食物的
credulity	 n. 轻信；易受骗
counteract	 v. 抵消；中和；阻碍
apogee	 n. 最高点，极点；远地点 vt. 位于远地点；位于最高点
rabid	 adj. 激烈的；狂暴的；偏激的；患狂犬病的
diurnal	 adj. 白天的；每日的，一日间的 n. 日记账；日报，日刊
emotion	 n. 情感；情绪
heteromorphic	 adj. [生物] 异形的，[生物] 异态的；[化学] 多晶型的
displace	 v. 取代；置换；转移；把…免职；排水
stripling	 n. 年轻人，小伙子
terrify	 v. 恐吓；使恐怖；使害怕
indolent	 adj. 懒惰的；无痛的
recriminate	 v. 反责；反唇相讥
apparent	 adj. 显然的；表面上的
perennial	 adj. 多年生的；常年的；四季不断的；常在的；反复的 n. 多年生植物
inimical	 adj. 敌意的；有害的
heterogeneity	 n. [生物] 异质性；[化学] 不均匀性；[化学] 多相性
nominate	 v. 推荐；提名；任命；指定
seclusion	 n. 隔离；隐退；隐蔽的地方
polar	 adj. 极地的；两极的；正好相反的 n. 极面；极线
scour	 v. 冲刷；擦；腹泻 n. 擦，冲刷；洗涤剂；（畜类等的）腹泻
stigma	 n. [植] 柱头；耻辱；污名；烙印；特征
refractory	 adj. 难治的；难熔的；不听话的 n. 倔强的人；耐火物质
disregard	 v. 忽视；不理；漠视；不顾 n. 忽视；不尊重
simultaneous	 adj. 同时的；联立的；同时发生的 n. 同时译员
levee	 n. 堤坝（码头）；（旧时君主或显贵的）早晨接见 vt. 为…筑堤
pollute	 v. 污染；玷污；败坏
prejudice	 n. 偏见；侵害 v. 损害；使有偏见
stern	 n. 船尾；末端 adj. 严厉的；坚定的
colloid	 adj. 胶质的 n. [物化] 胶质
admittance	 n. 进入；入场权；通道
ductile	 adj. 柔软的；易教导的；易延展的
divergent	 adj. 相异的，分歧的；散开的
triangle	 n. 三角（形）；三角关系；三角形之物；三人一组
detonate	 v. 使爆炸
occult	 adj. 神秘的；超自然的；难以理解的 v. 掩蔽 n. 神秘学
inchoate	 adj. 早期的；刚开始的；未充分发展的 vt. 开始 vi. 开始
placenta	 n. [胚] 胎盘；[植] 胎座
inconsistent	 adj. 不一致的；前后矛盾的
adhesion	 n. 粘附；支持；固定
taunt	 n. 嘲弄；讥讽 v. 奚落；逗弄 adj. 很高的
juxtaposition	 n. 并置，并列；毗邻
testament	 n. [法] 遗嘱；圣约；确实的证明
acquainted	 adj. 熟识的；知晓的；有知识的 v. 使了解（acquaint的过去分词）
inventive	 adj. 发明的；有发明才能的；独出心裁的
adversity	 n. 逆境；不幸；灾难；灾祸
erratic	 adj. 不稳定的；古怪的 n. 漂泊无定的人；古怪的人
