pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
progress	 n. 进步，发展；前进 v. 前进，进步；进行
emergency	 n. 紧急情况；突发事件；非常时刻 adj. 紧急的；备用的
implicit	 adj. 含蓄的；暗示的；盲从的
perform	 v. 执行；完成；演奏
publicize	 v. 宣传；公布
procurement	 n. 采购；获得，取得
bailment	 n. 寄托，委托；保释；寄托买卖
curious	 adj. 好奇的，有求知欲的；古怪的；爱挑剔的
card	 n. 卡片；纸牌；明信片 v. 记于卡片上
aptitude	 n. 天资；自然倾向；适宜
demand	 v. 要求；需要；查询 n. [经] 需求；要求；需要
ion	 n. [化学] 离子
declaration	 n. （纳税品等的）申报；宣布；公告；申诉书
outsource	 v. 把…外包
spare	 v. 节约，吝惜；饶恕；分出，分让 adj. 多余的；瘦的；少量的 n. 剩余；备用零件
agriculture	 n. 农业；农耕；农业生产；农艺，农学
consignment	 n. 委托；运送；托付物
friction	 n. 摩擦，[力] 摩擦力
collaborate	 v. 合作；勾结，通敌
extraction	 n. 取出；抽出；拔出；抽出物；出身
vary	 v. 变化；变异；违反 n. (Vary)人名；(英、法、罗、柬)瓦里
defective	 adj. 有缺陷的；不完美的 n. 有缺陷的人；不完全变化词
tourist	 n. 旅行者，观光客 adj. 旅游的 vt. 在旅行参观 vi. 旅游；观光 adv. 坐旅游车厢；坐经济舱
railway	 n. （英）铁路；轨道；铁道部门 vi. 乘火车旅行
ceiling	 n. 天花板；上限
rub	 v. 擦；摩擦；惹怒 n. 摩擦；障碍；磨损处
cash	 n. 现款，现金 v. 将…兑现；支付现款
maximize	 v. 取…最大值；对…极为重视
saver	 n. 救助者；节俭的人；节约装置
exporter	 n. 出口商；输出国
subsidiary	 adj. 附属的；辅助的 n. 子公司；辅助者
regulate	 v. 调节，规定；控制；校准；有系统的管理
quarter	 n. 四分之一；地区；季度；一刻钟；两角五分；节 v. 住宿；驻扎 num. 四分之一
attempt	 n. 企图，试图；攻击 v. 企图，试图；尝试
legal	 adj. 法律的；合法的；法定的；依照法律的 n. (Legal)人名；(法)勒加尔
valid	 adj. 有效的；有根据的；合法的；正当的
dominance	 n. 优势；统治；支配
insure	 v. 确保，保证；给…保险
managerial	 adj. [管理] 管理的；经理的
garment	 n. 衣服，服装；外表，外观 v. 给…穿衣服
acute	 adj. 严重的，[医] 急性的；敏锐的；激烈的；尖声的
caretaker	 n. 看管者；看门人；守护者 adj. 临时代理的
subscription	 n. 捐献；订阅；订金；签署
accessory	 n. 配件；附件；[法] 从犯 adj. 副的；同谋的；附属的
exploratory	 adj. 勘探的；探究的；考察的
precious	 adj. 宝贵的；珍贵的；矫揉造作的 n. (Precious)人名；(英)普雷舍斯，普雷舍丝(女名)
dirty	 adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的 v. 弄脏
grateful	 adj. 感谢的；令人愉快的，宜人的
drill	 n. 训练；钻孔机；钻子；播种机 v. 钻孔；训练
debit	 v. 记入借方，登入借方 n. 借方
question	 n. 问题，疑问；询问；疑问句 v. 询问；怀疑；审问
multiple	 adj. 多重的；多样的；许多的 n. 倍数；[电] 并联
beneath	 prep. 在…之下 adv. 在下方
chip	 v. 削，凿；削成碎片 n. [电子] 芯片；筹码；碎片；(食物的) 小片; 薄片
refurbishment	 n. 整修；翻新；重新磨亮
smuggle	 v. 走私；偷运
forecast	 v. 预报，预测；预示 n. 预测，预报；预想
strength	 n. 力量；力气；兵力；长处
differentiation	 n. 变异，[生物] 分化；区别
community	 n. 社区；[生态] 群落；共同体；团体
multiply	 v. 乘；使增加；使繁殖；使相乘 adv. 多样地；复合地 adj. 多层的；多样的
underinsured	 adj. 投保额低于实际价值的
adult	 adj. 成年的；成熟的 n. 成年人
stagnation	 n. 停滞；滞止
general	 adj. 一般的，普通的；综合的；大体的 n. 一般；将军，上将；常规
appointment	 n. 任命；约定；任命的职位
entrepreneur	 n. 企业家；承包人；主办者
subtract	 v. 减去；扣掉
representative	 adj. 典型的，有代表性的；代议制的 n. 代表；典型；众议员
alarm	 n. 闹钟；警报，警告器；惊慌 v. 警告；使惊恐
charge	 n. 费用；电荷；掌管；控告；命令；负载 v. 使充电；使承担；指责；装载；对…索费；向…冲去
originally	 adv. 最初，起初；本来
ferry	 n. 渡船；摆渡；渡口 v. （乘渡船）渡过；用渡船运送；空运
penalize	 v. 处罚；处刑；使不利
pipeline	 n. 管道；输油管；传递途径
designate	 v. 指定；指派；标出；把…定名为 adj. 指定的；选定的
lodge	 n. 旅馆；门房；集会处；山林小屋 v. 提出；寄存；借住；嵌入
birth	 n. 出生；血统，出身；起源
articulate	 v. 清晰地发（音）；明确有力地表达；用关节连接；使相互连贯 adj. 发音清晰的；口才好的；有关节的 n. 【动物学】有节体的动物
leaver	 n. 离开者（常指学校毕业生）
zero	 n. 零点，零度 num. 零
mill	 v. 乱转；被碾磨 n. 工厂；磨坊；磨粉机；制造厂；压榨机
apologize	 v. 道歉；辩解；赔不是
stock	 n. 股份，股票；库存；血统；树干；家畜 adj. 存货的，常备的；平凡的 v. 进货；备有；装把手于…
customize	 v. 定做，按客户具体要求制造
mile	 n. 英里；一英里赛跑；较大的距离
rapport	 n. 密切关系，交往；和谐一致
credentials	 n. [管理] 证书；文凭；信任状（credential的复数） v. 得到信用；授…以证书（credential的三单形式）
working	 adj. 工作的；操作的；可行的 n. 工作；活动；制作；操纵 v. 工作；影响；受雇用（work的ing形式）
bilateral	 adj. 双边的；有两边的
endorsement	 n. 认可，支持；背书；签注（文件）
sole	 n. 鞋底；脚底；基础；鳎目鱼 adj. 唯一的；单独的；仅有的 v. 触底；上鞋底
exchange	 n. 交换；交流；交易所；兑换 v. 交换；交易；兑换
confusion	 n. 混淆，混乱；困惑
nod	 n. 点头；打盹；摆动 v. 点头；点头表示
sideline	 n. 副业；球场边线；局外人的观点 v. 迫使退出 adj. 倾斜的
misconception	 n. 误解；错觉；错误想法
triplicate	 n. 一式三份 adj. 一式三份的；三联的
productive	 adj. 能生产的；生产的，生产性的；多产的；富有成效的
overseas	 adv. 在海外，海外 adj. 海外的，国外的
factorage	 n. 代理厂商；手续费
krona	 n. 克朗（瑞典及冰岛的货币单位）
decertify	 v. 收回…的证件；收回执照
saturate	 v. 浸透，使湿透；使饱和，使充满 adj. 浸透的，饱和的；深颜色的
dusty	 adj. 落满灰尘的
solid	 adj. 固体的；可靠的；立体的；结实的；一致的 n. 固体；立方体
sap	 n. [植] 树液；精力，元气；活力；坑道 v. 使衰竭，使伤元气；挖掘以破坏基础
probable	 adj. 很可能的；可信的 n. 很可能的事；大有希望的候选者
visual	 adj. 视觉的，视力的；栩栩如生的
start	 v. 开始；启动 n. 开始；起点
vocational	 adj. 职业的，行业的
footnote	 n. 脚注；补充说明 v. 给…作脚注；在脚注里评议
prize	 n. 奖品；奖赏；战利品 v. 珍视；捕获；估价 adj. 获奖的
closure	 n. 关闭；终止，结束 v. 使终止
conclusion	 n. 结论；结局；推论
strict	 adj. 严格的；绝对的；精确的；详细的
knockdown	 adj. 击倒的；可拆卸的；廉价的 n. 把人打倒的一击；可拆卸的东西；降价
creditor	 n. 债权人，贷方
culture	 n. 文化，文明；修养；栽培 v. [细胞][微] 培养（等于cultivate）
Internet	 n. 因特网
destine	 v. 注定；命定；预定
range	 n. 范围；幅度；排；山脉 v. （在内）变动；平行，列为一行；延伸；漫游；射程达到
backward	 adj. 向后的；反向的；发展迟缓的 adv. 向后地；相反地
assembly	 n. 装配；集会，集合
complexity	 n. 复杂，复杂性；复杂错综的事物
line	 n. 路线，航线；排；绳 v. 排成一行；划线于；以线条标示；使…起皱纹
delegate	 v. 委派…为代表 n. 代表
precaution	 n. 预防，警惕；预防措施 vt. 警惕；预先警告
attitude	 n. 态度；看法；意见；姿势
reticent	 adj. 沉默的；有保留的；谨慎的
circumstance	 n. 环境，情况；事件；境遇
genuine	 adj. 真实的，真正的；诚恳的
revert	 v. 回复；重提；返祖遗传；归还 n. 恢复原状者
toiletry	 n. 化妆品；化妆用具
pile	 n. 堆；大量；建筑群 v. 累积；打桩于
mine	 n. 矿，矿藏；矿山，矿井；地雷，水雷 v. 开采，采掘；在…布雷 pron. 我的
district	 n. 区域；地方；行政区
unemployed	 adj. 失业的；未被利用的
resolve	 v. 决定；溶解；使…分解；决心要做… n. 坚决；决定要做的事
observation	 n. 观察；监视；观察报告
slash	 v. 猛砍；鞭打；严厉批评；大幅度裁减或削减 n. 削减；斜线；猛砍；砍痕；沼泽低地
centralization	 n. 集中化；中央集权管理
coordinate	 n. 坐标；同等的人或物 adj. 并列的；同等的 v. 调整；整合
drag	 v. 拖累；拖拉；缓慢而吃力地行进 n. 拖；拖累
automation	 n. 自动化；自动操作
legislation	 n. 立法；法律
fortnight	 n. 两星期
tackle	 n. 滑车；装备；用具；扭倒 v. 处理；抓住；固定；与…交涉
injure	 v. 伤害，损害
verbal	 adj. 口头的；言语的；动词的；照字面的 n. 动词的非谓语形式
arrange	 v. 安排；排列；整理
process	 v. 处理；加工 n. 过程，进行；方法，步骤；作用；程序；推移 adj. 经过特殊加工（或处理）的
chair	 n. 椅子；讲座；（会议的）主席位；大学教授的职位 v. 担任（会议的）主席；使…入座；使就任要职
assemble	 v. 集合，聚集；装配；收集
chain	 n. 链；束缚；枷锁 v. 束缚；囚禁；用铁链锁住
proportional	 adj. 比例的，成比例的；相称的，均衡的 n. [数] 比例项
injury	 n. 伤害，损害；受伤处
revise	 v. 修正；复习；校订 n. 修订；校订
tour	 n. 旅游，旅行；巡回演出 v. 旅行，在……旅游；在……作巡回演出
broker	 n. 经纪人，掮客 v. 作为权力经纪人进行谈判
adman	 n. 广告商；广告撰写员
proceeds	 n. 收入，收益；实收款项
lessee	 n. 承租人
procure	 v. 获得，取得；导致
belong	 v. 属于，应归入；居住；适宜；应被放置
transaction	 n. 交易；事务；办理；会报，学报
offshore	 adj. 离岸的；[海洋] 近海的；吹向海面的 adv. 向海面，向海
decline	 n. 下降；衰退；斜面 v. 下降；衰落；谢绝
courage	 n. 勇气；胆量
patent	 v. 授予专利；取得…的专利权 adj. 专利的；新奇的；显然的 n. 专利权；执照；专利品
transit	 n. 运输；经过 v. 运送
function	 n. 功能；[数] 函数；职责；盛大的集会 v. 运行；活动；行使职责
anchor	 n. 锚；抛锚停泊；靠山；新闻节目主播 v. 抛锚；使固定；主持节目 adj. 末棒的；最后一棒的
mercantilism	 n. 重商主义；商人本性；商业主义
commute	 v. （搭乘车、船等）通勤；代偿 n. 通勤（口语）
annex	 v. 附加；获得；并吞 n. 附加物；附属建筑物
remunerate	 v. 酬劳；给与报酬；赔偿
fund	 n. 基金；资金；存款 v. 投资；资助
yearly	 adj. 每年的 adv. 每年；一年一次 n. 年刊；年鉴
head	 n. 头；头痛；上端；最前的部分；理解力 v. 前进；用头顶；作为…的首领；站在…的前头；给…加标题 adj. 头的；主要的；在顶端的
bidder	 n. 投标人；出价人；命令者
chief	 n. 首领；酋长；主要部分 adj. 首席的；主要的；主任的 adv. 主要地；首要地
counterpart	 n. 副本；配对物；极相似的人或物
achievement	 n. 成就；完成；达到；成绩
nasty	 adj. 下流的；肮脏的；脾气不好的；险恶的 n. 令人不快的事物
mark	 n. 标志；马克；符号；痕迹；分数 v. 作记号
temptation	 n. 引诱；诱惑物
proofread	 v. 校对，校勘
revamp	 v. 修补；翻新；修改 n. 改进；换新鞋面
adjacent	 adj. 邻近的，毗连的
hearing	 n. 听力；审讯，听讯 v. 听见（hear的ing形式）
dwarf	 v. 变矮小 n. 侏儒，矮子 adj. 矮小的
presentation	 n. 展示；描述，陈述；介绍；赠送
batch	 n. 一批；一炉；一次所制之量 v. 分批处理
confidentiality	 n. 机密，[计] 机密性
overvalued	 adj. 高估的；估价过高的 v. 定价过高（overvalue的过去分词）
regulation	 n. 管理；规则；校准 adj. 规定的；平常的
policy	 n. 政策，方针；保险单
diagram	 n. 图表；图解 v. 用图解法表示
manpower	 n. 人力；人力资源；劳动力
forwarder	 n. 运送者，促进者；传送装置
media	 n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉
checkout	 n. 检验；签出；结账台；检出
administration	 n. 管理；行政；实施；行政机构
calm	 adj. 静的，平静的；沉着的 v. 使平静；使镇定 n. 风平浪静
jobbing	 adj. 包工的；雇来承包规定活计的；做零活的 v. 批购（货物）转卖给零售商；做零工（job的ing形式）
call	 v. 呼叫；拜访；叫牌 n. 电话；呼叫；要求；访问
decide	 v. 决定；解决；判决
reinsure	 v. 再保险；分保
payable	 adj. 应付的；到期的；可付的；可获利的
conclusive	 adj. 决定性的；最后的；确实的；确定性的
gross	 adj. 总共的；粗野的；恶劣的；显而易见的 v. 总共收入 n. 总额，总数
paper	 n. 纸；论文；文件；报纸 adj. 纸做的 v. 用纸糊；用纸包装
issue	 n. 问题；流出；期号；发行物 v. 发行，发布；发给；放出，排出
redundant	 adj. 多余的，过剩的；被解雇的，失业的；冗长的，累赘的
trough	 n. 水槽，水槽；低谷期；饲料槽；低气压
quarantine	 v. 检疫；隔离；使隔离 n. 检疫；隔离；检疫期；封锁
temporary	 adj. 暂时的，临时的 n. 临时工，临时雇员
attribute	 n. 属性；特质 v. 归属；把…归于
restaurant	 n. 餐馆；[经] 饭店
mailbox	 n. 邮箱；邮筒
disadvantage	 n. 缺点；不利条件；损失
magazine	 n. 杂志；弹药库；胶卷盒
opponent	 n. 对手；反对者；敌手 adj. 对立的；敌对的
